Ride_ID,Platform,Customer_ID,Driver_ID,City,Pickup_Location,Drop_Location,Ride_Date,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Rating,Surge_Multiplier,Cancelled,Driver_Experience_Years
R3375,Uber,C503,D676,Chennai,Mall,Airport,21-05-2022 14:00,39.95,104,1892.76,Cash,3.8,1.2,Yes,4
R3376,Ola,C1209,D568,Chennai,Hotel,Mall,21-05-2022 15:00,36.85,40,1799.15,Card,3.1,2,No,4
R3377,Uber,C1109,D623,Chennai,Mall,Residential,21-05-2022 16:00,31.34,68,86.3,Cash,4.5,1,No,5
R3378,Uber,C144,D240,Hyderabad,Hotel,Office,21-05-2022 17:00,32.68,48,1873.31,Cash,3,1,No,4
R3379,Uber,C1436,D533,Mumbai,Office,Hotel,21-05-2022 18:00,23.38,44,343.92,Cash,1.9,1.5,No,4
R3380,Uber,C224,D141,Bangalore,Office,Residential,21-05-2022 19:00,8.42,96,156.66,Wallet,4.2,2.5,No,9
R3381,Ola,C220,D265,Hyderabad,Mall,Residential,21-05-2022 20:00,27.4,49,186.35,Card,2.2,2.5,No,6
R3382,Uber,C179,D139,Bangalore,Hotel,Airport,21-05-2022 21:00,28.8,12,749.92,Card,4.7,2.5,No,14
R3383,Ola,C433,D459,Hyderabad,Office,Airport,21-05-2022 22:00,39.43,89,1271.94,Card,2,2,No,3
R3384,Ola,C265,D70,Hyderabad,Railway Station,Residential,21-05-2022 23:00,22.11,39,852.44,Cash,1.7,2.5,No,3
R3385,Ola,C954,D385,Mumbai,Hotel,Residential,22-05-2022 00:00,11.58,48,129.06,Card,3,2.5,No,10
R3386,Uber,C429,D630,Bangalore,Office,Railway Station,22-05-2022 01:00,27.66,22,994.85,Card,1.2,1.2,Yes,8
R3387,Ola,C416,D198,Hyderabad,Airport,Railway Station,22-05-2022 02:00,39.2,51,928.89,Cash,1.1,2,No,3
R3388,Ola,C1477,D205,Mumbai,Airport,Office,22-05-2022 03:00,7.91,29,1533.15,Card,3,2,No,14
R3389,Ola,C727,D568,Delhi,Railway Station,Residential,22-05-2022 04:00,13.71,114,616.86,UPI,1.9,1,No,4
R3390,Uber,C197,D687,Pune,Office,Mall,22-05-2022 05:00,22.13,45,497.66,Wallet,1,1,No,6
R3391,Uber,C1077,D640,Hyderabad,Airport,Hotel,22-05-2022 06:00,7.64,9,571.4,UPI,2.2,1.2,No,9
R3392,Ola,C480,D431,Chennai,Hotel,Railway Station,22-05-2022 07:00,1.87,68,663.18,UPI,2.9,1.5,No,6
R3393,Uber,C1467,D325,Mumbai,Residential,Airport,22-05-2022 08:00,14.14,66,1230.4,UPI,2.6,2,No,3
R3394,Uber,C1354,D442,Mumbai,Office,Residential,22-05-2022 09:00,34.75,115,985.33,Cash,1.5,1,No,12
R3395,Ola,C1275,D288,Hyderabad,Railway Station,Mall,22-05-2022 10:00,2.7,76,726.84,Card,3.3,2.5,No,6
R3396,Ola,C890,D226,Mumbai,Office,Hotel,22-05-2022 11:00,17.73,91,798.68,UPI,3.8,2,No,4
R3397,Uber,C925,D64,Delhi,Mall,Mall,22-05-2022 12:00,30.73,7,792.17,UPI,3.7,2,No,5
R3398,Ola,C123,D560,Mumbai,Mall,Mall,22-05-2022 13:00,38.17,112,1947.02,Card,2.6,2,Yes,14
R3399,Uber,C1411,D498,Pune,Airport,Airport,22-05-2022 14:00,39.43,41,527.35,Cash,1.6,1,No,5
R3400,Uber,C1363,D60,Pune,Mall,Railway Station,22-05-2022 15:00,17.46,99,1650.68,UPI,3,1.2,No,3
R3401,Uber,C778,D397,Chennai,Railway Station,Mall,22-05-2022 16:00,38.06,97,1439.76,Card,4.6,1,No,5
R3402,Uber,C348,D257,Delhi,Airport,Hotel,22-05-2022 17:00,2.38,45,90.69,Card,2.9,2.5,No,12
R3403,Uber,C29,D577,Pune,Railway Station,Railway Station,22-05-2022 18:00,30.09,24,1986.9,Wallet,1.8,2.5,No,12
R3404,Uber,C975,D239,Hyderabad,Hotel,Office,22-05-2022 19:00,26.07,71,1532.36,UPI,1.4,1.5,No,5
R3405,Ola,C35,D38,Bangalore,Railway Station,Airport,22-05-2022 20:00,10.73,91,1390.3,UPI,4.8,1,No,7
R3406,Ola,C1420,D25,Bangalore,Mall,Railway Station,22-05-2022 21:00,20.79,44,858.22,Wallet,4,1,No,9
R3407,Uber,C623,D410,Bangalore,Hotel,Railway Station,22-05-2022 22:00,6.05,89,1145.99,Card,2.3,1.5,No,5
R3408,Uber,C1318,D461,Hyderabad,Mall,Mall,22-05-2022 23:00,34.99,81,566.28,Card,2.2,1.5,No,9
R3409,Uber,C589,D571,Mumbai,Railway Station,Hotel,23-05-2022 00:00,14.96,12,148.13,UPI,4.6,2,No,5
R3410,Ola,C1373,D417,Hyderabad,Mall,Mall,23-05-2022 01:00,25.42,9,1685.16,UPI,1.7,2,No,4
R3411,Uber,C1171,D357,Mumbai,Mall,Hotel,23-05-2022 02:00,7.19,29,1801.25,Wallet,3.1,2.5,No,6
R3412,Ola,C1091,D383,Bangalore,Mall,Airport,23-05-2022 03:00,9.04,43,391.94,UPI,3.9,1.2,No,8
R3413,Uber,C904,D158,Chennai,Office,Railway Station,23-05-2022 04:00,39.69,41,1591.15,UPI,2.6,2.5,No,4
R3414,Uber,C520,D569,Chennai,Hotel,Residential,23-05-2022 05:00,30.37,109,1503.01,Cash,1.2,1,No,5
R3415,Ola,C122,D433,Mumbai,Hotel,Hotel,23-05-2022 06:00,38.52,9,422.48,Wallet,1.9,1.2,No,10
R3416,Ola,C340,D48,Bangalore,Hotel,Hotel,23-05-2022 07:00,12.54,12,889.91,Card,4.6,2,No,1
R3417,Uber,C175,D328,Hyderabad,Railway Station,Mall,23-05-2022 08:00,7.42,112,891.7,UPI,3.1,1.5,No,10
R3418,Uber,C597,D433,Chennai,Residential,Mall,23-05-2022 09:00,20.62,8,1539.13,Card,4.3,1.5,No,12
R3419,Uber,C451,D431,Mumbai,Railway Station,Office,23-05-2022 10:00,20.29,45,1688.31,UPI,3.2,2.5,No,1
R3420,Ola,C557,D56,Hyderabad,Hotel,Hotel,23-05-2022 11:00,7.82,64,261.97,Cash,4.8,1,No,14
R3421,Ola,C1160,D577,Bangalore,Airport,Airport,23-05-2022 12:00,29.6,58,1160.9,Wallet,4.6,1,No,8
R3422,Ola,C1040,D268,Delhi,Mall,Railway Station,23-05-2022 13:00,15.11,26,1542.56,Wallet,2.9,1.5,No,7
R3423,Ola,C1357,D69,Bangalore,Mall,Railway Station,23-05-2022 14:00,8.27,82,1589.49,Card,2.3,2.5,No,5
R3424,Ola,C1219,D601,Bangalore,Residential,Railway Station,23-05-2022 15:00,13.95,23,364.15,Cash,3.4,2.5,No,9
R3425,Ola,C9,D449,Hyderabad,Airport,Hotel,23-05-2022 16:00,22.98,81,1088.97,Card,3.7,2,No,1
R3426,Uber,C334,D257,Hyderabad,Office,Mall,23-05-2022 17:00,29.33,103,1726.51,Cash,3,2,No,3
R3427,Uber,C1357,D672,Pune,Railway Station,Airport,23-05-2022 18:00,19.79,72,691.56,UPI,4.3,2,No,6
R3428,Ola,C1017,D490,Pune,Office,Railway Station,23-05-2022 19:00,21.5,37,896.22,UPI,1.7,1.2,No,1
R3429,Uber,C327,D643,Hyderabad,Airport,Hotel,23-05-2022 20:00,6.42,26,1624.37,Cash,2.3,2.5,No,14
R3430,Uber,C15,D49,Hyderabad,Residential,Residential,23-05-2022 21:00,36.67,69,251.49,UPI,3.7,2.5,No,12
R3431,Ola,C839,D659,Delhi,Airport,Office,23-05-2022 22:00,37.22,15,1730.23,Wallet,2,2,No,6
R3432,Uber,C226,D316,Delhi,Residential,Office,23-05-2022 23:00,27.65,20,677.42,Cash,2.8,1.5,No,2
R3433,Ola,C1449,D413,Bangalore,Office,Railway Station,24-05-2022 00:00,1.69,72,82.78,Cash,4.9,2,No,10
R3434,Ola,C1432,D434,Chennai,Office,Mall,24-05-2022 01:00,21.95,97,529.59,Card,3.5,1.2,No,14
R3435,Uber,C113,D2,Delhi,Airport,Office,24-05-2022 02:00,25.54,107,251.84,Cash,4.8,1.5,No,5
R3436,Ola,C1452,D145,Bangalore,Airport,Office,24-05-2022 03:00,39.79,48,257.38,Card,3.9,2.5,No,11
R3437,Ola,C1,D366,Mumbai,Mall,Office,24-05-2022 04:00,39.85,106,1410.24,Cash,3.9,1.2,No,10
R3438,Ola,C266,D420,Pune,Residential,Office,24-05-2022 05:00,34.45,92,490.83,Wallet,3.4,1.2,No,2
R3439,Ola,C1232,D573,Chennai,Mall,Railway Station,24-05-2022 06:00,3.49,13,1874.71,Wallet,1.6,1.5,No,1
R3440,Ola,C952,D561,Bangalore,Railway Station,Hotel,24-05-2022 07:00,38.18,76,1071.57,Wallet,3.1,2,No,14
R3441,Ola,C1393,D444,Hyderabad,Railway Station,Airport,24-05-2022 08:00,24.89,82,963.39,Card,2,2,No,12
R3442,Ola,C306,D434,Mumbai,Airport,Airport,24-05-2022 09:00,32.23,83,913.82,Card,5,1,No,14
R3443,Ola,C12,D643,Pune,Office,Mall,24-05-2022 10:00,16.88,66,1409.77,UPI,2.1,1.5,No,14
R3444,Uber,C1369,D555,Mumbai,Railway Station,Hotel,24-05-2022 11:00,13.47,90,948.34,Card,1.9,2,Yes,12
R3445,Uber,C1489,D57,Bangalore,Railway Station,Residential,24-05-2022 12:00,19.07,105,326.91,Card,3.5,1.2,No,13
R3446,Uber,C1392,D562,Delhi,Mall,Airport,24-05-2022 13:00,6.73,19,1769.93,Wallet,3,2,No,4
R3447,Ola,C937,D178,Pune,Mall,Residential,24-05-2022 14:00,14.93,10,902.52,Cash,1.1,2,No,2
R3448,Ola,C420,D293,Mumbai,Railway Station,Airport,24-05-2022 15:00,34.45,5,222.09,Card,1.5,1.2,No,9
R3449,Uber,C889,D46,Delhi,Airport,Airport,24-05-2022 16:00,2.48,24,1096.38,UPI,4.2,1.5,No,12
R3450,Uber,C171,D170,Chennai,Mall,Mall,24-05-2022 17:00,6.88,109,1322.91,Cash,2.9,1,No,11
R3451,Uber,C134,D271,Bangalore,Railway Station,Office,24-05-2022 18:00,5.88,40,609.12,Card,1.6,2,No,11
R3452,Ola,C965,D417,Bangalore,Office,Mall,24-05-2022 19:00,16.72,6,1616.65,Cash,2.9,2,No,3
R3453,Uber,C1451,D139,Pune,Mall,Airport,24-05-2022 20:00,39.88,74,1365.97,Cash,2,2,Yes,12
R3454,Uber,C1049,D247,Mumbai,Railway Station,Hotel,24-05-2022 21:00,7.76,6,1328.66,Cash,1.9,1.5,No,9
R3455,Ola,C1214,D148,Chennai,Residential,Office,24-05-2022 22:00,6.67,7,887.98,Cash,4.8,1.2,No,4
R3456,Uber,C1165,D230,Hyderabad,Mall,Hotel,24-05-2022 23:00,36.69,11,1926.88,Cash,2.4,1.2,No,10
R3457,Ola,C658,D637,Pune,Residential,Hotel,25-05-2022 00:00,35.4,88,606.44,Card,1.2,1.2,No,12
R3458,Ola,C1339,D374,Hyderabad,Mall,Hotel,25-05-2022 01:00,2.26,117,1189.19,Cash,4.9,1.2,No,7
R3459,Ola,C1468,D80,Pune,Mall,Office,25-05-2022 02:00,30.32,68,673.39,Cash,4.2,1.2,No,7
R3460,Uber,C1343,D606,Mumbai,Hotel,Hotel,25-05-2022 03:00,26.56,45,1510.03,UPI,2,1.2,No,6
R3461,Uber,C1465,D65,Chennai,Hotel,Office,25-05-2022 04:00,30.94,58,171.76,UPI,2.6,2,No,8
R3462,Ola,C1116,D88,Mumbai,Residential,Residential,25-05-2022 05:00,20.29,45,168.12,Cash,4.4,2,No,11
R3463,Uber,C179,D88,Bangalore,Airport,Airport,25-05-2022 06:00,39.66,119,1636.85,Card,2.4,1.2,No,11
R3464,Uber,C1080,D204,Hyderabad,Railway Station,Railway Station,25-05-2022 07:00,2.71,9,913.79,UPI,3.3,1.2,No,6
R3465,Uber,C1179,D382,Delhi,Airport,Hotel,25-05-2022 08:00,10.14,93,735.07,UPI,3.1,1.5,No,9
R3466,Uber,C111,D601,Bangalore,Airport,Mall,25-05-2022 09:00,16.47,106,1246.45,Cash,2.6,1.5,No,5
R3467,Ola,C137,D476,Bangalore,Hotel,Residential,25-05-2022 10:00,18.54,86,1427.65,Card,3.6,2.5,No,11
R3468,Uber,C232,D573,Hyderabad,Railway Station,Mall,25-05-2022 11:00,36.93,67,466.31,Wallet,2.9,2,No,3
R3469,Ola,C992,D606,Pune,Hotel,Railway Station,25-05-2022 12:00,22.84,5,436.03,Card,1.1,1.2,No,5
R3470,Ola,C468,D539,Bangalore,Hotel,Office,25-05-2022 13:00,2.76,29,1919.65,UPI,4.3,2,No,4
R3471,Uber,C732,D214,Chennai,Hotel,Railway Station,25-05-2022 14:00,16.91,85,1212.16,UPI,1.5,2.5,No,3
R3472,Ola,C481,D74,Bangalore,Office,Mall,25-05-2022 15:00,17.24,50,829.02,UPI,2.9,1.5,No,1
R3473,Uber,C1092,D61,Chennai,Airport,Railway Station,25-05-2022 16:00,38.65,19,1618.77,UPI,3.3,2.5,No,8
R3474,Uber,C814,D698,Mumbai,Airport,Airport,25-05-2022 17:00,24.37,73,1088.31,UPI,3.8,1,No,4
R3475,Ola,C1273,D543,Pune,Airport,Railway Station,25-05-2022 18:00,25.79,21,543.99,Cash,2.6,1.5,No,12
R3476,Ola,C994,D219,Chennai,Office,Hotel,25-05-2022 19:00,28.82,25,476.93,Cash,3.9,2,No,3
R3477,Ola,C323,D12,Bangalore,Mall,Airport,25-05-2022 20:00,31.03,57,841.97,Cash,1.5,1.5,No,12
R3478,Ola,C922,D415,Pune,Residential,Hotel,25-05-2022 21:00,25.77,59,1731,UPI,3.6,2.5,No,4
R3479,Uber,C904,D32,Pune,Residential,Railway Station,25-05-2022 22:00,10.25,91,197.98,Cash,4.3,1.2,No,1
R3480,Uber,C1456,D160,Chennai,Office,Airport,25-05-2022 23:00,35.09,111,499.57,UPI,4.6,2.5,No,12
R3481,Uber,C606,D237,Chennai,Airport,Airport,26-05-2022 00:00,29.55,14,1794.85,Card,3.3,2.5,No,6
R3482,Ola,C429,D181,Delhi,Residential,Railway Station,26-05-2022 01:00,29.93,85,313.73,Wallet,2.3,1.2,Yes,3
R3483,Ola,C1293,D558,Delhi,Office,Residential,26-05-2022 02:00,39.87,61,1288.88,Card,1.7,2,No,8
R3484,Ola,C148,D341,Pune,Hotel,Office,26-05-2022 03:00,32.3,69,489.94,Wallet,2.4,2,No,11
R3485,Uber,C1142,D458,Hyderabad,Railway Station,Office,26-05-2022 04:00,33.34,41,1243.26,Cash,3.2,1.5,Yes,14
R3486,Ola,C850,D80,Hyderabad,Residential,Office,26-05-2022 05:00,38.1,116,815.56,Wallet,1.8,2.5,No,14
R3487,Uber,C367,D647,Delhi,Railway Station,Airport,26-05-2022 06:00,6.89,11,275.22,Card,4.8,1.5,No,14
R3488,Ola,C850,D473,Bangalore,Airport,Office,26-05-2022 07:00,20.41,80,1198.35,Card,4.6,1.2,No,13
R3489,Uber,C1090,D671,Mumbai,Residential,Airport,26-05-2022 08:00,23.64,44,1391.44,Wallet,1.1,1,No,10
R3490,Uber,C813,D112,Pune,Office,Residential,26-05-2022 09:00,13.84,54,1386.12,Card,3.2,2,No,5
R3491,Ola,C1394,D292,Mumbai,Mall,Railway Station,26-05-2022 10:00,33.74,5,1303.11,Cash,4.2,1.2,No,9
R3492,Ola,C175,D631,Delhi,Residential,Railway Station,26-05-2022 11:00,30.73,24,1040.43,Card,2,2,No,9
R3493,Uber,C588,D383,Chennai,Residential,Airport,26-05-2022 12:00,29.11,112,1077.39,Wallet,3.1,1.5,No,11
R3494,Uber,C495,D17,Pune,Residential,Airport,26-05-2022 13:00,39.89,35,1300.43,Cash,2.6,1,No,2
R3495,Ola,C973,D493,Delhi,Residential,Residential,26-05-2022 14:00,11.12,72,1405.3,Wallet,1.8,2.5,No,5
R3496,Ola,C1138,D331,Bangalore,Office,Office,26-05-2022 15:00,29.68,94,1337.36,UPI,3.5,2,No,7
R3497,Uber,C1135,D486,Pune,Office,Residential,26-05-2022 16:00,22.5,16,1206.94,UPI,5,2.5,No,7
R3498,Ola,C1463,D406,Pune,Mall,Railway Station,26-05-2022 17:00,13.21,26,379.21,Cash,2.5,1.5,No,10
R3499,Uber,C1171,D117,Hyderabad,Office,Railway Station,26-05-2022 18:00,7.26,5,484.38,Cash,3.2,2,No,3
R3500,Uber,C35,D555,Chennai,Office,Hotel,26-05-2022 19:00,35.94,5,579.63,Card,2.3,1.5,Yes,7
R3501,Ola,C999,D115,Pune,Airport,Office,26-05-2022 20:00,24.22,7,1845.75,Wallet,4.5,2.5,No,7
R3502,Ola,C1333,D549,Chennai,Airport,Railway Station,26-05-2022 21:00,33.17,80,1538.04,UPI,4.5,1.5,No,4
R3503,Ola,C538,D625,Delhi,Railway Station,Hotel,26-05-2022 22:00,22.27,25,1141.5,Card,1.7,1.5,No,11
R3504,Ola,C750,D547,Bangalore,Mall,Airport,26-05-2022 23:00,9.58,17,563.95,UPI,4.6,1.5,No,7
R3505,Ola,C1038,D644,Bangalore,Airport,Railway Station,27-05-2022 00:00,14.16,65,292.91,Card,1.6,1.2,No,8
R3506,Uber,C374,D336,Pune,Mall,Mall,27-05-2022 01:00,15.88,17,1805.62,Card,1.4,1.2,No,3
R3507,Uber,C557,D336,Pune,Mall,Office,27-05-2022 02:00,38.94,109,1793.92,UPI,3.6,2,No,2
R3508,Ola,C1452,D147,Delhi,Residential,Hotel,27-05-2022 03:00,1.22,86,292.54,Card,2.5,1.5,No,9
R3509,Ola,C233,D122,Hyderabad,Hotel,Office,27-05-2022 04:00,39.44,37,1610.66,UPI,3.1,1.5,No,12
R3510,Ola,C705,D81,Hyderabad,Hotel,Office,27-05-2022 05:00,39.24,10,937.56,Cash,3.6,1.5,No,12
R3511,Uber,C563,D685,Hyderabad,Hotel,Mall,27-05-2022 06:00,39.85,29,702.02,Wallet,1.2,1.2,No,7
R3512,Ola,C939,D666,Chennai,Mall,Residential,27-05-2022 07:00,19.59,27,1499.08,Card,2.2,2.5,No,1
R3513,Ola,C887,D662,Hyderabad,Residential,Airport,27-05-2022 08:00,38.59,92,1259.51,UPI,2.8,1.5,No,10
R3514,Uber,C726,D375,Bangalore,Railway Station,Office,27-05-2022 09:00,16.43,105,1577.66,UPI,2.1,1,No,10
R3515,Uber,C1464,D570,Chennai,Railway Station,Railway Station,27-05-2022 10:00,2.03,30,222.71,Wallet,1.2,2,No,9
R3516,Ola,C1299,D63,Delhi,Hotel,Airport,27-05-2022 11:00,9.75,8,691.69,Wallet,1.3,1.2,No,5
R3517,Ola,C76,D504,Bangalore,Railway Station,Railway Station,27-05-2022 12:00,37.87,106,693.09,Wallet,4.2,2.5,No,2
R3518,Ola,C439,D668,Bangalore,Residential,Airport,27-05-2022 13:00,1.54,39,713.13,Card,4.6,1,No,7
R3519,Uber,C699,D449,Mumbai,Hotel,Airport,27-05-2022 14:00,22.29,117,1044.76,UPI,1.6,1.5,No,9
R3520,Ola,C1313,D428,Delhi,Residential,Hotel,27-05-2022 15:00,3.95,79,623.39,Card,2,1.2,No,13
R3521,Ola,C915,D427,Delhi,Railway Station,Railway Station,27-05-2022 16:00,12.17,104,933.22,Card,3.6,1.5,No,3
R3522,Ola,C891,D421,Mumbai,Hotel,Railway Station,27-05-2022 17:00,4.44,29,786.13,Cash,4.8,2,No,4
R3523,Uber,C692,D322,Chennai,Residential,Airport,27-05-2022 18:00,34.52,24,1491.77,Wallet,2.2,1.2,No,9
R3524,Uber,C253,D680,Hyderabad,Office,Office,27-05-2022 19:00,24.05,5,1238.72,Cash,4.4,1,No,2
R3525,Ola,C1150,D166,Hyderabad,Office,Railway Station,27-05-2022 20:00,36.18,98,1334.97,Cash,3,2.5,No,4
R3526,Ola,C1201,D597,Hyderabad,Residential,Mall,27-05-2022 21:00,27.85,72,484.32,Card,4.8,2.5,Yes,5
R3527,Uber,C1061,D649,Hyderabad,Residential,Mall,27-05-2022 22:00,38.87,27,704.96,Card,1.5,2,No,4
R3528,Uber,C410,D461,Hyderabad,Airport,Airport,27-05-2022 23:00,20.89,103,120.64,UPI,4.9,2.5,No,7
R3529,Uber,C127,D459,Mumbai,Airport,Residential,28-05-2022 00:00,25.91,110,288.08,Cash,2.8,2.5,No,6
R3530,Uber,C1192,D189,Delhi,Mall,Airport,28-05-2022 01:00,23.48,26,588.9,Wallet,4.8,2,No,9
R3531,Uber,C592,D464,Chennai,Hotel,Airport,28-05-2022 02:00,19.89,99,205.69,Cash,2.8,1,No,11
R3532,Uber,C294,D379,Bangalore,Mall,Office,28-05-2022 03:00,33.99,66,1237.05,UPI,3.1,1.2,No,13
R3533,Uber,C1367,D2,Hyderabad,Mall,Office,28-05-2022 04:00,26.14,5,1996.41,Cash,4.2,1.2,No,13
R3534,Uber,C1020,D618,Mumbai,Railway Station,Hotel,28-05-2022 05:00,32.25,63,273.57,Cash,3.9,2,No,13
R3535,Uber,C310,D364,Chennai,Office,Residential,28-05-2022 06:00,31.67,72,1656.76,Cash,3.5,1.5,No,4
R3536,Ola,C662,D72,Chennai,Railway Station,Residential,28-05-2022 07:00,8.45,23,308.13,UPI,2.7,2,No,11
R3537,Ola,C528,D427,Chennai,Hotel,Residential,28-05-2022 08:00,26.36,34,1366.23,Cash,4.2,2,No,9
R3538,Ola,C540,D638,Mumbai,Residential,Residential,28-05-2022 09:00,8.79,5,1314.86,Card,4.8,2,No,1
R3539,Uber,C419,D170,Bangalore,Airport,Residential,28-05-2022 10:00,23.75,52,1813.22,Cash,1,2,No,12
R3540,Ola,C444,D205,Hyderabad,Hotel,Airport,28-05-2022 11:00,27.42,23,298.78,Card,3.4,2.5,No,6
R3541,Uber,C685,D337,Chennai,Residential,Airport,28-05-2022 12:00,39.89,56,685.65,Cash,4.5,2.5,No,7
R3542,Uber,C840,D472,Mumbai,Hotel,Hotel,28-05-2022 13:00,2.19,89,254.3,Card,3.6,1,No,9
R3543,Ola,C236,D195,Delhi,Residential,Mall,28-05-2022 14:00,4.56,26,862.18,Cash,4.2,2,No,1
R3544,Uber,C1463,D670,Mumbai,Airport,Mall,28-05-2022 15:00,4,54,1830.26,Wallet,4.6,1.2,No,11
R3545,Ola,C214,D653,Mumbai,Residential,Hotel,28-05-2022 16:00,16.54,70,1580.52,Card,4,1.5,No,12
R3546,Ola,C85,D275,Mumbai,Mall,Hotel,28-05-2022 17:00,33.04,10,1467.97,Wallet,3.9,2.5,No,12
R3547,Ola,C794,D7,Chennai,Hotel,Railway Station,28-05-2022 18:00,33.92,68,1103.41,Card,4.9,1.2,No,13
R3548,Uber,C85,D566,Mumbai,Airport,Airport,28-05-2022 19:00,29.74,25,1776.29,Cash,4.5,2.5,No,1
R3549,Ola,C65,D616,Delhi,Residential,Residential,28-05-2022 20:00,35.98,101,942.93,UPI,4.3,1,No,2
R3550,Uber,C663,D573,Chennai,Mall,Railway Station,28-05-2022 21:00,13.59,23,367.4,Cash,1.3,1.5,No,6
R3551,Ola,C627,D599,Delhi,Mall,Office,28-05-2022 22:00,4.44,95,1688.16,UPI,2,2.5,Yes,3
R3552,Ola,C64,D178,Pune,Office,Airport,28-05-2022 23:00,3.27,41,616.91,Wallet,3.2,1.5,No,11
R3553,Ola,C1367,D242,Mumbai,Mall,Hotel,29-05-2022 00:00,34.23,67,182.98,UPI,3.8,1.5,No,14
R3554,Uber,C939,D203,Hyderabad,Railway Station,Mall,29-05-2022 01:00,29.49,33,321.99,UPI,2.2,1.2,No,6
R3555,Uber,C919,D543,Hyderabad,Airport,Airport,29-05-2022 02:00,28.25,64,1249.39,UPI,1.4,2.5,No,2
R3556,Uber,C1376,D462,Chennai,Airport,Hotel,29-05-2022 03:00,14.25,96,1245.6,UPI,2.2,1.5,No,13
R3557,Ola,C1182,D80,Hyderabad,Airport,Airport,29-05-2022 04:00,15.82,38,579.55,Wallet,4.1,2,No,10
R3558,Ola,C491,D523,Chennai,Residential,Airport,29-05-2022 05:00,38.37,5,1476.19,UPI,4.5,1.5,No,6
R3559,Uber,C1487,D417,Mumbai,Hotel,Airport,29-05-2022 06:00,3.49,52,1565.39,Cash,4.7,1.5,No,7
R3560,Uber,C1249,D384,Bangalore,Residential,Office,29-05-2022 07:00,31.18,93,1847.37,Card,2.5,2.5,No,6
R3561,Uber,C313,D391,Bangalore,Railway Station,Mall,29-05-2022 08:00,13.08,25,1203.08,Card,2.5,2,No,2
R3562,Uber,C615,D688,Delhi,Hotel,Airport,29-05-2022 09:00,2.52,38,1576.49,Cash,2.6,1.5,Yes,5
R3563,Uber,C919,D126,Mumbai,Mall,Hotel,29-05-2022 10:00,29.96,30,1525.95,Wallet,2.5,2.5,No,10
R3564,Uber,C813,D494,Hyderabad,Residential,Office,29-05-2022 11:00,13.91,40,574.99,Cash,3.7,2.5,No,13
R3565,Ola,C940,D47,Mumbai,Hotel,Railway Station,29-05-2022 12:00,29.16,103,675.63,Cash,2.4,1.5,No,14
R3566,Uber,C1490,D476,Pune,Mall,Airport,29-05-2022 13:00,28.6,27,998.69,UPI,1.1,1,No,6
R3567,Ola,C1112,D619,Bangalore,Hotel,Office,29-05-2022 14:00,21.86,85,116.55,UPI,2.8,1,No,14
R3568,Ola,C1327,D464,Hyderabad,Mall,Residential,29-05-2022 15:00,31.32,51,651,Wallet,1.9,1.2,Yes,8
R3569,Uber,C680,D123,Bangalore,Hotel,Railway Station,29-05-2022 16:00,23.66,110,989.86,Wallet,1.1,1,No,9
R3570,Uber,C435,D474,Mumbai,Residential,Mall,29-05-2022 17:00,12.18,80,287.49,Card,2.9,1,No,5
R3571,Ola,C682,D134,Hyderabad,Residential,Airport,29-05-2022 18:00,29.63,48,322.45,Wallet,1.8,2.5,No,14
R3572,Uber,C1159,D619,Delhi,Railway Station,Airport,29-05-2022 19:00,23.98,24,969.41,Cash,2.8,2.5,No,12
R3573,Uber,C1074,D562,Mumbai,Office,Office,29-05-2022 20:00,1.5,107,1483.45,Card,2.1,1.5,No,7
R3574,Ola,C1456,D607,Delhi,Airport,Mall,29-05-2022 21:00,36.16,31,1680.8,Card,3.4,1.5,No,4
R3575,Ola,C340,D23,Hyderabad,Residential,Residential,29-05-2022 22:00,22.28,110,1128.92,UPI,5,2.5,No,10
R3576,Ola,C347,D566,Bangalore,Residential,Railway Station,29-05-2022 23:00,34.88,65,991.52,UPI,3.2,1.5,Yes,12
R3577,Uber,C646,D235,Pune,Mall,Hotel,30-05-2022 00:00,35.43,41,817.82,Card,3.6,2.5,No,5
R3578,Ola,C1371,D59,Chennai,Office,Mall,30-05-2022 01:00,18.35,88,450.46,UPI,4.7,1,No,1
R3579,Uber,C649,D164,Bangalore,Residential,Airport,30-05-2022 02:00,20.8,56,361.4,UPI,2.5,1.5,No,13
R3580,Ola,C245,D216,Delhi,Hotel,Office,30-05-2022 03:00,17.21,79,1600.44,UPI,1.7,1,No,3
R3581,Ola,C109,D183,Mumbai,Office,Residential,30-05-2022 04:00,18.53,96,972.81,Card,2.1,1.2,No,2
R3582,Ola,C533,D569,Hyderabad,Airport,Office,30-05-2022 05:00,35.91,66,1597.41,Card,2.6,1.5,No,6
R3583,Uber,C1114,D657,Bangalore,Hotel,Railway Station,30-05-2022 06:00,31.74,70,1431.84,Card,3.6,2.5,No,9
R3584,Uber,C296,D90,Pune,Mall,Mall,30-05-2022 07:00,5.93,28,452.28,Cash,1,2.5,No,10
R3585,Ola,C112,D311,Hyderabad,Railway Station,Office,30-05-2022 08:00,24.8,84,1059.79,Card,4.4,1.2,No,3
R3586,Ola,C1201,D557,Delhi,Hotel,Hotel,30-05-2022 09:00,39.84,16,932.51,UPI,1.3,2.5,No,12
